age_category,session_duration,tracks_listened,unique_artists
18-25,6.725457548155848,1,1
36-50,29.02595428294789,7,3
18-25,19.512514667640474,4,1
50+,12.828129829889896,3,1
18-25,30.40989341671424,7,2
Under 18,20.29814368126148,4,1
26-35,21.590287901899497,5,1
26-35,41.39686538937231,9,3
Under 18,16.32231595781682,4,1
18-25,25.240635702292145,6,2
36-50,26.15967701253979,6,2
Under 18,14.067634616186789,4,1
18-25,19.02232311315773,5,2
26-35,22.983770010312732,4,2
26-35,10.866232917898342,2,1
Under 18,6.251731483773014,1,1
26-35,7.5937140385120365,2,1
Under 18,16.85143069630315,4,1
18-25,13.047008743989146,3,1
18-25,13.478078247940491,3,1
50+,15.896287914467745,3,1
Under 18,20.025717329099347,5,2
18-25,17.8110780956816,4,2
26-35,19.36237196838396,4,1
18-25,33.51661741228197,8,2
26-35,23.39125963278256,4,2
50+,22.991888336662903,6,2
50+,11.817311047598507,3,1
18-25,29.346350167050318,7,2
26-35,20.6122256977488,6,2
50+,32.007866400320694,6,2
Under 18,10.817088910075707,3,1
18-25,12.530661825157178,3,1
18-25,18.67890945878832,5,2
18-25,17.516094475044007,5,1
50+,12.136789199587792,3,1
26-35,36.791519094770756,7,4
18-25,29.581436542115924,5,2
36-50,19.95759393046146,5,2
18-25,27.067463420648256,7,2
36-50,30.533004608472176,6,3
18-25,19.93269198495696,5,2
18-25,15.312121834115977,5,1
18-25,28.97283152006207,5,2
26-35,34.00895201709267,7,3
18-25,11.22690751264461,2,1
Under 18,29.912343766236585,6,2
50+,12.899398123288636,3,1
50+,19.895298410802102,5,2
26-35,18.471531886687053,5,3
36-50,22.984509670227762,4,2
50+,18.578195959815314,5,2
26-35,42.857173373737936,8,3
26-35,12.024942936544086,3,1
36-50,17.376584975944652,3,1
26-35,21.276817603637912,4,1
Under 18,22.302119593341082,6,3
18-25,17.81602383076544,4,2
18-25,4.6142292673619405,1,1
50+,21.68498705636366,4,1
26-35,35.67829885461602,8,3
36-50,24.595606887021123,6,2
36-50,19.261301682799406,3,1
18-25,21.4328162977894,6,2
26-35,15.264859211389105,3,1
18-25,27.428233523773564,6,3
18-25,23.482529646004885,4,2
36-50,18.799232004766278,4,1
26-35,25.656068205507705,7,4
36-50,28.188048278351456,6,2
18-25,28.15132450560464,7,3
26-35,24.40540696468069,6,3
18-25,35.02576283010099,8,3
26-35,35.94442553017997,8,3
18-25,23.69536576545774,7,2
26-35,21.83633285375815,4,1
Under 18,17.444226995956342,4,2
18-25,21.40396998853084,5,2
26-35,24.11753137571445,5,2
26-35,38.60304231230352,8,2
26-35,17.503768177833358,5,3
26-35,29.045662328775684,9,4
50+,7.990936489340276,1,1
50+,19.88579183823011,5,2
18-25,26.10335603247712,6,2
18-25,30.08255119216348,8,2
26-35,20.268355017210933,4,1
Under 18,15.015877223883374,4,2
18-25,27.163309992157693,8,2
18-25,28.364904502151134,6,3
18-25,18.410411455065532,4,2
26-35,9.324060295395155,2,1
18-25,12.588495498395773,4,1
18-25,19.352613210540326,4,2
36-50,13.491935799275472,3,1
36-50,26.372367498752652,5,2
36-50,17.36403093091372,4,1
18-25,19.4934967466634,4,1
Under 18,27.663337478687648,6,2
Under 18,22.57346424712588,5,2
18-25,33.61061574361791,9,4
18-25,29.784336303314877,8,4
36-50,15.766676659352438,3,1
50+,20.96458279615917,4,1
36-50,22.917444660036686,5,2
26-35,34.49734812350492,9,4
26-35,29.18691839383921,6,3
36-50,19.00150146367747,3,1
50+,20.38038366308194,4,1
26-35,22.04784400761322,4,2
18-25,15.475980884834154,3,1
18-25,19.220642072083088,4,1
26-35,26.990193058084174,8,4
18-25,29.101676790956233,6,2
50+,15.51670670144957,4,1
26-35,9.666609121742756,2,1
26-35,23.423602824183206,6,3
Under 18,21.794557469254265,5,3
18-25,21.276622490585353,5,2
18-25,18.22391412446259,5,2
26-35,32.596900701582626,7,4
18-25,22.1863252108042,6,2
50+,21.01505984695166,4,1
26-35,10.304313877571996,2,1
26-35,23.610782371884007,5,1
50+,17.304239056033,4,1
50+,26.419599917282753,5,2
18-25,19.256516107304538,4,2
36-50,18.039094596831465,5,1
18-25,14.96795023255002,3,1
18-25,26.85463816050447,7,2
Under 18,15.936774801183297,4,2
26-35,18.176486051611676,3,1
18-25,26.417027375847823,8,3
26-35,28.13556172879276,7,2
26-35,23.11091660691824,5,2
26-35,14.3791474218974,2,1
18-25,23.87981841255128,6,2
36-50,26.96159587934743,6,2
26-35,17.37377195251797,5,2
18-25,22.55378669645775,5,2
50+,17.4965523552221,3,1
18-25,13.81155595113264,4,1
26-35,21.44670271081742,4,2
26-35,24.623459758518727,6,2
Under 18,10.77158392154237,2,1
18-25,23.995747759255483,5,1
36-50,17.7379590075723,4,2
18-25,15.30660351168613,3,1
18-25,23.53905994598715,6,2
26-35,21.378075675240694,5,2
26-35,23.27597743730592,6,2
26-35,24.15553009104737,5,1
36-50,17.34909523865363,3,1
18-25,16.374292718022836,3,1
26-35,24.85832789231507,5,2
26-35,24.876195095144674,6,3
18-25,23.68922549846537,6,2
50+,20.856408515064913,4,1
36-50,29.312019660746852,8,2
18-25,9.455377064631353,2,1
26-35,32.30357511963646,7,4
26-35,22.275683222166094,4,1
18-25,24.607899788448133,5,2
36-50,24.036534893419173,6,2
26-35,20.382211481583617,4,1
26-35,37.16082147241623,7,3
18-25,25.32846779048615,5,2
18-25,22.94499441548184,5,1
18-25,35.330651402675535,9,4
26-35,17.20585805410637,4,1
26-35,25.20064767720312,6,3
Under 18,23.934869134481197,5,1
18-25,12.530887219043514,3,1
18-25,15.352239359477961,4,2
26-35,32.973501778096775,8,3
26-35,21.02885840586165,4,1
18-25,26.103199570418482,5,1
Under 18,15.592844967805823,4,2
18-25,34.14059905196244,7,3
18-25,3.601502233495328,1,1
36-50,28.051792146506003,7,3
18-25,21.75624921975036,4,2
18-25,9.28534182835832,2,1
26-35,23.21568622705422,7,3
50+,8.36742926216652,2,1
50+,19.761671453053875,6,2
50+,15.015647885950642,3,1
26-35,9.401583800848751,2,1
26-35,26.325387629907677,7,3
36-50,22.868988308031533,4,1
36-50,34.64149882242843,10,5
50+,22.14002296284061,4,1
18-25,3.2875631848681195,1,1
18-25,16.301505143351783,3,1
18-25,27.73305004031335,7,3
26-35,11.985838759515982,2,1
36-50,17.37060245909492,5,2
36-50,22.010854261071923,6,3
18-25,16.303718326872215,4,1
18-25,31.138304779438634,9,5
50+,18.91571643203941,4,1
18-25,20.233189938655933,5,2
18-25,13.582906687569569,3,1
26-35,16.180545001419183,3,1
18-25,20.728153179600675,4,2
18-25,19.438643269613323,5,2
18-25,11.480222056158716,2,1
18-25,21.638229478039253,5,2
26-35,25.459067744171122,5,2
18-25,17.842345243535284,4,1
18-25,28.34753241897097,5,2
18-25,19.913480775361226,4,2
36-50,20.57174361122587,4,1
18-25,27.918193791209866,6,2
18-25,18.943551036556315,5,2
18-25,17.18961405103272,5,2
18-25,11.809144189244646,2,1
18-25,20.424454073322263,4,1
26-35,32.45948769522018,10,3
50+,15.91519005281543,4,1
50+,11.353446815198858,2,1
26-35,33.08745027289483,8,2
Under 18,27.352001083991606,8,2
26-35,29.679630866624354,9,3
Under 18,20.67274553769179,4,1
26-35,28.360833632094035,7,3
18-25,9.148957786897538,2,1
36-50,18.507101436867565,5,2
50+,21.377923884066362,4,2
18-25,22.368284720324496,4,2
18-25,26.317833992946568,6,3
26-35,37.27081227831672,7,3
18-25,11.35404153954471,3,1
50+,20.417860846428407,4,2
18-25,18.191413447375332,5,1
18-25,16.874687219737513,4,1
36-50,36.831114284786786,7,2
18-25,9.0083170737105,1,1
Under 18,18.726260648755947,4,2
26-35,23.10984245612995,6,2
26-35,25.381357683306486,8,3
26-35,9.220703005896194,2,1
26-35,17.151109775865336,4,1
Under 18,20.34190340429988,5,1
18-25,10.232792855479511,3,1
18-25,26.674183903407442,5,1
50+,20.898106944850596,5,2
Under 18,8.889476340793818,2,1
18-25,18.387505560493395,4,2
50+,19.87760950219777,4,1
50+,11.12115037628023,3,1
36-50,12.535246692206465,2,1
Under 18,13.297163851618617,2,1
26-35,46.499770237540005,14,5
18-25,27.660366563011642,7,2
36-50,18.348431318218122,5,2
Under 18,10.68231540838864,3,1
18-25,14.222756456903788,3,1
18-25,30.656459942802876,9,4
18-25,34.23636620161858,8,3
26-35,18.505000248637128,4,1
36-50,23.866545880149985,6,3
26-35,22.902085151665176,4,1
18-25,28.892221520029842,6,2
36-50,15.43637105979436,3,1
Under 18,26.852968657357263,6,2
18-25,10.61901527521247,2,1
18-25,26.634287729568562,8,3
Under 18,14.044894491485417,3,1
Under 18,17.798862484781477,4,1
18-25,15.482032564947104,3,1
50+,27.805681235236726,7,3
50+,22.969963688488203,4,1
18-25,17.120540303243665,5,2
Under 18,14.226736496482939,4,1
18-25,29.195199882397777,5,1
18-25,0.0,1,1
18-25,23.354244974479926,4,2
Under 18,13.284982189390169,2,1
26-35,43.033297567231536,11,3
26-35,46.84567097880636,11,5
18-25,20.214830351640046,5,3
36-50,19.807324267105557,4,1
36-50,22.408040839642215,6,3
18-25,15.648701194605554,4,2
Under 18,14.438963781562082,3,1
50+,19.17284303002069,4,2
26-35,29.990008440854208,6,2
18-25,20.932924356763145,6,2
26-35,27.32082699604142,6,2
18-25,15.572107128092561,4,1
26-35,17.529448009149206,4,1
18-25,13.395038438524407,3,1
18-25,25.403652501546045,5,1
26-35,25.636923741979015,6,2
26-35,26.612209455613492,5,3
Under 18,22.38933840989483,5,1
Under 18,19.595268027850494,4,1
18-25,20.759200414339396,5,3
18-25,29.070685546672973,8,3
18-25,25.438412255749363,5,1
26-35,23.621140946896396,5,1
18-25,16.69468952221683,4,2
26-35,33.21824320869285,8,3
36-50,23.99662486677998,5,2
Under 18,17.84407922247798,4,2
26-35,14.669209986994458,3,1
50+,26.470213878436887,6,2
18-25,12.110664022466171,3,1
50+,19.422134121700335,4,2
26-35,39.60193086541611,8,3
26-35,22.27022521581187,5,2
Under 18,19.681658858242567,5,2
26-35,31.829822149991017,6,2
18-25,11.64805029437936,3,1
26-35,11.641593325438354,3,1
36-50,19.857372228476915,4,2
26-35,25.645636681471363,5,2
18-25,20.48575433502993,4,2
Under 18,29.920414293449394,7,2
18-25,13.378693854234745,3,1
36-50,21.137734848915812,4,2
Under 18,30.550877606511662,7,3
18-25,18.055087170914415,5,1
18-25,33.90882969697019,10,5
36-50,20.59422130684137,5,2
18-25,15.141711902829819,4,1
50+,17.804178953681305,5,1
26-35,27.076735258831857,8,4
36-50,19.530723924387416,6,2
Under 18,22.786974459947093,6,2
18-25,18.955766175972496,4,2
Under 18,28.886387343659436,6,3
18-25,23.55524835548552,5,1
26-35,25.086094056569767,8,4
18-25,17.784452219815265,5,3
Under 18,25.6198906385616,6,2
26-35,25.24934878230382,5,2
18-25,16.832674562646115,4,1
18-25,14.938017377384869,4,1
Under 18,24.895776539696143,8,4
26-35,21.22691890514431,5,2
26-35,22.60062248310928,5,3
26-35,29.426059414915336,7,3
18-25,27.496284509277736,5,2
18-25,24.166070615441697,6,2
36-50,27.11657701813982,5,3
26-35,30.676619685289246,8,3
26-35,25.06642162990369,5,1
26-35,28.156671323546547,6,2
Under 18,32.781244993687814,10,3
36-50,20.8243795449038,6,2
36-50,15.44530395246178,3,1
26-35,4.788983564283313,1,1
50+,27.67787708584029,6,3
18-25,33.86564866321911,8,3
26-35,17.073141245562446,4,1
50+,24.429820929075667,7,4
18-25,27.2277546680844,8,3
Under 18,24.48856501740661,5,1
26-35,29.025579635613344,5,2
Under 18,14.787566439165467,3,1
36-50,22.775900936434773,5,3
Under 18,22.43577539733308,7,3
26-35,25.5578980818488,5,3
18-25,19.616885497946566,4,2
18-25,29.102739907389385,6,3
36-50,28.09411521620222,5,2
26-35,31.993945527398388,7,3
18-25,26.52670159001177,8,3
18-25,21.605279753197053,5,1
26-35,34.32798436409898,10,5
36-50,14.811301771485475,3,1
26-35,25.55646094567725,6,3
26-35,30.664395720917078,9,3
18-25,23.804129563167155,6,2
36-50,24.246117278402835,6,2
26-35,32.416700730938636,6,3
26-35,36.5283361588585,11,5
26-35,16.491668393762225,4,1
26-35,27.402873403215704,5,2
36-50,17.666012875736115,5,2
26-35,33.56031343981861,6,2
36-50,26.343925243808645,7,4
26-35,17.237328361862584,3,1
26-35,24.946577120330925,5,1
36-50,12.99318804743583,3,1
18-25,26.649020049845436,6,2
18-25,16.2492138267157,4,2
26-35,15.958322704991534,3,1
50+,16.271933416325417,3,1
Under 18,24.086983873850897,4,2
18-25,22.00829951511738,4,1
18-25,16.576252144816642,3,1
18-25,19.265389575515456,4,2
18-25,17.957631735739703,4,1
26-35,17.527358350390756,4,1
36-50,10.806013120508885,2,1
26-35,24.948474832540263,5,1
18-25,24.095047416901195,7,3
36-50,21.90434845910027,5,2
26-35,41.39797460210828,10,5
18-25,15.829507146433915,4,2
18-25,19.70680281981127,5,2
36-50,24.916582965351402,6,3
26-35,28.525609053567486,8,4
26-35,22.952852505751867,5,1
Under 18,19.620483413808227,3,1
36-50,21.500045496833202,6,2
18-25,24.782848101122656,7,2
36-50,17.830591521284127,4,2
26-35,5.53006268223508,1,1
18-25,17.59820445951977,3,1
18-25,31.814931342057573,7,2
Under 18,25.608968337194742,5,2
18-25,9.019585029444494,2,1
18-25,24.72569540964505,5,2
26-35,26.667457342326962,6,3
26-35,22.000531286859434,5,2
26-35,16.37503716399872,4,1
26-35,18.49127625930412,5,2
36-50,18.640389522367713,4,1
50+,27.176255761062215,7,3
18-25,24.480735559743323,5,1
26-35,19.323309403484377,5,3
Under 18,16.205987002798928,4,1
Under 18,19.737860303009178,4,1
26-35,21.534586448401807,5,2
18-25,20.10975562772004,4,1
36-50,21.125602435914715,4,1
18-25,20.680898106544603,5,2
Under 18,6.011784677386647,1,1
36-50,26.801742598065424,7,2
Under 18,16.079078694010093,3,1
18-25,26.347943491481836,5,2
18-25,35.37251185706056,9,3
50+,10.736653941322334,3,1
18-25,20.689012430697705,4,1
26-35,21.63938027720407,4,1
36-50,24.3688767038884,7,2
26-35,8.14122396972326,2,1
36-50,19.850565940191903,4,1
18-25,14.269644183983868,3,1
50+,26.1351435683856,5,3
36-50,33.155814812822726,9,3
18-25,17.997152491288624,4,1
18-25,11.96920660738083,2,1
50+,13.807030560324447,2,1
26-35,25.312430238398473,5,1
26-35,13.789321412996586,4,1
36-50,25.114351451913315,5,2
26-35,23.429846152277026,6,3
18-25,22.494282379993557,5,1
18-25,22.76076540882196,4,2
26-35,36.03532958416514,9,3
Under 18,24.445161963030184,7,3
18-25,22.050710119106757,5,1
36-50,23.495471283126193,7,2
18-25,6.152130455613893,1,1
Under 18,21.257623315558057,4,2
36-50,25.672849520756927,7,3
26-35,24.030231729244687,5,2
18-25,31.653765418924777,6,2
36-50,13.08761363578048,3,1
26-35,19.081119453423064,4,1
18-25,15.553412259018035,3,1
18-25,20.064861663455684,4,1
18-25,15.474619041065981,4,1
36-50,14.556706085093323,4,1
26-35,22.153731016365267,5,2
26-35,33.118344657285576,8,3
36-50,26.52511738537305,8,3
Under 18,15.13558769068165,3,1
Under 18,17.386570008949974,5,2
18-25,14.55654354407428,3,1
Under 18,11.169776623964488,2,1
26-35,28.415815596965395,9,4
26-35,14.751076816932502,3,1
18-25,24.639993788567217,5,1
Under 18,32.73049839769704,7,2
Under 18,22.62976756824713,7,2
50+,21.11381325166646,5,1
26-35,29.75424652421794,5,2
26-35,21.090651655331932,5,2
18-25,22.589857816063862,5,2
18-25,22.18656269335946,6,2
Under 18,15.618764642600508,5,2
50+,5.418424143774359,1,1
36-50,15.71249187962009,3,1
26-35,17.463328746141965,4,1
26-35,29.008020636782344,6,2
26-35,13.168743987601161,3,1
18-25,33.09639793082279,6,3
18-25,31.404627768586526,7,2
26-35,33.41743864955408,7,3
Under 18,16.429467022478757,3,1
Under 18,5.450084689811785,1,1
26-35,31.65746986137103,6,2
50+,14.260580737693676,3,1
50+,21.937718323402105,4,1
Under 18,24.208602321065246,5,2
Under 18,16.91965676081823,4,1
26-35,15.23872953234823,4,1
36-50,23.1231241114014,4,1
50+,10.151511136224581,2,1
36-50,23.686768955728652,5,2
26-35,28.76128374886182,6,3
18-25,15.383363973329445,4,1
Under 18,9.478052795179034,2,1
Under 18,31.39787524741389,6,2
26-35,20.721550607550384,4,1
Under 18,18.5490310417062,5,3
26-35,33.731417491997775,10,5
26-35,20.453547262798065,5,2
Under 18,14.669488644302097,3,1
50+,28.050641332624664,7,3
26-35,19.138686291599576,4,1
50+,24.084064335989137,5,2
50+,18.76505024022134,5,1
18-25,20.923293890045116,6,2
18-25,16.454289315192554,4,2
Under 18,18.602998340801385,5,2
36-50,32.722829560211935,10,3
26-35,31.841617698316977,8,2
50+,11.186395372563508,3,1
18-25,13.060096237838655,3,1
26-35,28.063583478709802,7,2
50+,21.193812623144638,6,2
26-35,31.13361834662506,7,4
Under 18,19.462431454993858,5,3
26-35,18.20488010591886,3,1
18-25,14.33005959339365,3,1
Under 18,3.895896077716049,1,1
18-25,31.434861106133514,9,3
18-25,1.5951591256534705,1,1
36-50,20.551341575084557,5,1
18-25,7.599317785683466,2,1
26-35,20.32456301323474,4,2
Under 18,24.033379584289918,5,2
Under 18,3.994091146872968,1,1
Under 18,22.468214389194777,4,2
18-25,26.100419936080485,7,3
18-25,17.0792729320633,3,1
26-35,46.914915699920144,9,3
50+,6.7750436878876865,1,1
18-25,8.009539938108547,2,1
Under 18,17.877915286337874,3,1
18-25,18.019966218631552,5,2
36-50,22.68682707040557,5,2
26-35,32.426262367477634,9,3
36-50,14.464378107994134,3,1
Under 18,10.492885379700262,2,1
Under 18,15.138539713805864,4,1
Under 18,27.216588238221522,6,2
36-50,26.856828600110987,7,2
18-25,19.511571977253844,4,1
26-35,20.930047041938014,5,2
26-35,23.77767726990426,5,2
26-35,27.896491858115148,6,3
18-25,20.69282722117981,4,1
26-35,13.733636138408016,3,1
Under 18,9.652693136009571,2,1
50+,16.706598242024327,4,1
Under 18,25.074241947101694,5,1
Under 18,12.574250718693344,3,1
18-25,22.852374597399773,5,1
36-50,11.268648776741824,2,1
18-25,20.49762067316156,4,1
18-25,14.528655690807874,4,1
Under 18,5.370716190746565,1,1
Under 18,16.174937315774987,4,2
26-35,14.893425603406508,4,1
18-25,18.064436259675595,5,2
26-35,28.30110695395763,6,3
36-50,24.740779798396215,5,1
36-50,10.137422046435491,2,1
Under 18,24.025324845427285,5,2
18-25,22.890520254757465,6,2
50+,15.881634921010054,3,1
36-50,14.39015645402254,4,2
Under 18,17.143089877048894,3,1
26-35,37.88988627896903,8,4
50+,20.982665716652466,6,2
18-25,26.807693806553733,6,2
36-50,16.066443758371463,3,1
18-25,16.272380876599733,4,1
Under 18,10.921260421857006,2,1
Under 18,15.3427224887416,3,1
Under 18,29.507540789889518,7,2
18-25,16.855778266355145,3,1
36-50,17.865365368051442,4,1
26-35,26.909843433430204,6,3
26-35,20.403951881389865,6,2
26-35,25.741869261535676,6,3
18-25,16.01890878165611,3,1
18-25,21.336149607183035,5,1
50+,16.099701607340005,4,2
26-35,16.056394221559028,3,1
18-25,27.378615446951883,7,2
50+,27.089826429995995,8,2
18-25,23.482989747961692,5,2
36-50,12.989329128153544,2,1
36-50,20.630574148140305,4,1
18-25,21.71427826777586,5,1
Under 18,8.203563626241417,1,1
50+,15.319159705486875,3,1
18-25,10.167200672705778,3,1
Under 18,12.792007823232765,2,1
18-25,22.37623549537135,7,3
26-35,24.604132219352632,6,3
36-50,15.42989601090217,3,1
50+,17.664615820028327,5,3
50+,16.188028239689537,3,1
50+,22.414263971552167,5,1
Under 18,5.483197705806555,1,1
26-35,19.073065588986026,5,1
18-25,30.621893049549975,8,3
18-25,11.851737507177898,3,1
36-50,15.513277483610736,4,1
18-25,16.373917852372806,3,1
50+,24.343807667658574,7,3
Under 18,22.815466866324197,5,1
36-50,15.625470459274482,5,2
Under 18,19.40880449082197,4,1
18-25,17.538557991516946,3,1
18-25,23.14857765594636,6,3
18-25,19.70670847661002,5,1
18-25,21.374906774694747,5,1
50+,16.391959025989813,5,1
26-35,35.57997170656427,8,4
18-25,19.700360708705933,4,1
18-25,15.615564085474224,4,1
18-25,27.424148501168098,6,3
18-25,24.133972056418813,5,2
26-35,17.72243449277488,3,1
18-25,0.0,1,1
36-50,25.2425315927521,6,2
Under 18,16.94892584517631,4,2
26-35,25.339664832366992,8,3
26-35,34.4577858122109,9,3
18-25,13.329253462261839,2,1
36-50,15.251566600928843,3,1
26-35,13.831082956397589,2,1
26-35,42.6272693916288,11,5
18-25,28.34185970217528,9,3
50+,21.358125255904564,4,2
26-35,9.584524681134392,2,1
18-25,10.033526449471593,2,1
18-25,24.91816599268519,5,2
Under 18,22.81107379413687,7,3
18-25,18.09740368546856,5,2
50+,11.239651012352871,2,1
18-25,27.38666391184902,8,3
36-50,32.751454161264206,10,4
18-25,23.070331109439934,5,1
18-25,14.708033200890336,3,1
50+,25.62096410324883,6,2
Under 18,21.17995544281492,5,2
26-35,38.03912627568679,9,3
50+,16.209992368216078,4,2
50+,28.310432853182732,7,3
36-50,19.309109775116372,5,2
36-50,18.03162779208205,4,2
26-35,31.633780512908544,7,2
18-25,19.48783468517585,4,2
26-35,28.099718401247127,8,3
50+,12.90757128134889,4,2
26-35,16.994841230006905,3,1
18-25,17.330144509619913,3,1
26-35,27.866976885388,8,3
26-35,18.77690580173887,4,1
18-25,27.484315626093,6,3
26-35,24.141586027115448,5,3
26-35,38.65844350597077,9,3
26-35,16.58311630969897,4,1
18-25,22.396478968860766,6,3
18-25,23.214649354649794,4,1
26-35,27.169166989048406,6,3
26-35,24.6086193087922,6,2
18-25,25.930220240615256,5,3
18-25,11.349628893038677,3,1
18-25,21.980121371162305,6,2
18-25,13.095077563022532,3,1
50+,15.104153454853646,3,1
36-50,23.61058130001596,7,3
36-50,27.6889449864576,7,3
26-35,14.009906498677012,3,1
26-35,38.20647614876563,10,3
18-25,27.016394992252554,6,2
26-35,25.34813525461858,6,2
18-25,12.527394851664752,2,1
26-35,37.23102245017752,8,3
18-25,23.23611250791038,5,1
Under 18,23.230281908421055,5,2
18-25,15.255691601220395,3,1
36-50,23.164957264727953,6,3
18-25,15.617422101739002,3,1
18-25,28.507095422728202,7,4
50+,24.19959050926106,5,1
26-35,23.77165443290349,5,2
Under 18,15.903972160324894,3,1
Under 18,25.53944029826781,7,2
18-25,24.56109630151895,4,1
26-35,15.66976013159075,3,1
36-50,20.25065768300661,6,3
18-25,35.35023008851171,10,3
36-50,21.951540009654277,5,1
Under 18,21.645655140378786,5,2
18-25,23.815035156426823,7,2
50+,15.206383238060097,3,1
Under 18,25.364213230909314,6,2
36-50,24.26848789005011,6,3
26-35,34.001701810772985,10,3
Under 18,8.203155263995725,2,1
18-25,22.478898994062227,4,1
26-35,26.679841542671728,5,1
50+,10.914711281387437,3,1
18-25,18.134852984176895,5,1
18-25,22.75899578003597,7,2
Under 18,20.350680258610733,6,2
26-35,24.801985350488934,7,2
18-25,19.89944544928883,4,2
Under 18,16.742030926506917,4,1
50+,28.027553581950404,6,2
18-25,22.298192466664002,5,3
Under 18,22.168318127935642,6,3
26-35,14.38107364357552,3,1
36-50,20.10652855723859,5,2
Under 18,16.29724801345146,4,2
Under 18,19.783733783358702,4,1
Under 18,17.749154474185737,3,1
Under 18,15.678263454071843,4,2
26-35,23.17250597209267,6,2
26-35,16.336786518514668,4,1
26-35,29.761601236179402,6,2
26-35,31.440076351538124,7,3
36-50,24.988405038324082,6,2
26-35,31.84633873035025,10,3
50+,21.92810851805729,5,3
18-25,11.009704103366461,2,1
36-50,30.95598749799125,8,5
18-25,26.083672534531885,5,2
18-25,6.635082908416374,2,1
36-50,17.439772733023165,3,1
Under 18,11.371569535857653,3,1
26-35,28.471940060455516,8,5
26-35,20.727886678112004,5,2
36-50,22.143814611960778,5,1
26-35,38.876070056887,7,3
18-25,30.10985909220702,7,3
18-25,13.295516592882983,3,1
50+,20.289428190358997,6,2
18-25,32.78979087474198,10,5
36-50,16.511376992185994,3,1
Under 18,26.775609123673952,5,1
18-25,18.82242868502077,4,1
18-25,13.414166556757298,4,1
26-35,37.11321699241898,9,3
18-25,17.00061561185698,4,2
Under 18,18.95334708265878,4,2
18-25,17.51572370385119,4,2
18-25,27.374228283911407,8,3
18-25,26.883950749891373,8,4
18-25,14.806800481741565,4,1
36-50,22.695699198649656,6,2
18-25,22.58145505010224,6,3
18-25,26.82800595724391,7,2
50+,14.961577334375388,3,1
18-25,29.677329072564266,6,2
50+,22.07242276454908,6,2
18-25,13.352232703903205,3,1
18-25,23.392511561150066,5,3
18-25,23.425034462763904,6,2
26-35,19.327350589722798,4,2
26-35,28.412163756557934,9,4
18-25,20.016873087631325,5,1
36-50,12.812140139480432,2,1
18-25,0.0,1,1
Under 18,34.34392336898354,8,2
26-35,24.0073398947524,6,2
36-50,22.647949646527152,6,3
18-25,12.814425681337124,2,1
Under 18,15.811150763461407,3,1
36-50,35.009618926490994,9,4
50+,30.089728614369907,6,2
Under 18,7.012548393417676,1,1
50+,18.287469270227827,5,2
18-25,33.076573460323935,9,3
50+,18.98962103176826,3,1
26-35,30.47279831541772,8,4
36-50,20.982771627092795,4,2
36-50,25.091850030818094,5,2
Under 18,30.11889977545092,8,4
Under 18,23.65192643138382,6,2
26-35,15.27451879377552,3,1
Under 18,15.585100141150683,4,2
18-25,25.413611634125274,7,3
50+,17.660797519714645,3,1
18-25,16.183275365645073,4,2
18-25,12.369806716029785,3,1
18-25,13.02226879052002,4,1
26-35,19.279137289745584,4,1
18-25,23.197246237117486,6,3
18-25,16.379401031188955,3,1
36-50,23.067625889006592,7,2
36-50,22.945918090866382,4,2
36-50,26.61367255354267,5,2
36-50,17.06833367614184,4,1
18-25,31.314960812933563,8,3
26-35,10.927813662485542,2,1
18-25,17.72068090859579,4,1
Under 18,17.026841300704923,3,1
18-25,14.47130117524347,3,1
18-25,4.570070203771884,1,1
18-25,28.493826844463648,7,3
18-25,25.8055916488802,7,3
26-35,28.990232692845932,6,3
18-25,14.915924225054152,4,1
26-35,20.954931000558027,4,1
26-35,22.310051907716453,4,1
50+,16.80160920363963,4,1
Under 18,25.565665227841595,5,1
26-35,21.043739737571276,4,1
26-35,18.146192753355717,4,1
50+,18.73311185745834,4,1
18-25,20.297847253853178,4,1
18-25,23.524589641807278,5,2
18-25,29.721287333187483,6,3
18-25,17.151081671651276,4,1
26-35,32.457346421673975,6,2
36-50,22.852861128056126,6,2
18-25,27.17069381032895,5,2
18-25,28.62491477881919,6,2
18-25,14.69896564613612,4,2
Under 18,33.85630545733829,7,2
50+,18.905489625968805,5,2
36-50,15.116173829185163,3,1
18-25,12.027471442797784,2,1
18-25,30.31193639185338,6,2
50+,24.571770371761883,5,2
Under 18,27.675663912158118,8,2
26-35,20.670284853773232,4,2
50+,16.131816185567427,3,1
26-35,12.39416931026584,2,1
Under 18,17.956873666782744,4,2
18-25,21.194480655271896,6,2
50+,25.50089549404312,6,2
Under 18,18.07168894552211,4,1
18-25,17.664001866857916,3,1
36-50,23.736302865051446,7,3
36-50,27.103374050366437,7,2
18-25,30.869608632437576,6,3
18-25,15.104045347230333,3,1
26-35,23.63227969300418,6,3
18-25,20.95867947939699,4,1
18-25,18.13623966252678,5,2
36-50,18.277053815764468,5,2
18-25,18.201205857972365,5,1
Under 18,11.47262825526061,2,1
18-25,15.75628012615022,4,1
18-25,11.368599417755203,2,1
26-35,25.097077243304707,5,2
36-50,19.650605803787776,4,1
26-35,20.636061922414207,5,2
26-35,25.127752033355172,7,2
26-35,5.212949235179821,1,1
18-25,17.780955990522823,4,2
18-25,21.362315236594476,4,2
26-35,32.798426340610675,6,2
Under 18,24.26385388516958,4,1
18-25,28.893419996527747,8,3
